PALAVRA,QTD_PALAVRA
I/OCONTROLLERHUBSOUTH,1
BRIDGE82801EBGRAPH,1
ICSOUTPUT266,1
MB/SECSYSTEM,1
604,1
GB/SEC,2
CD/DVD,1
10/100,1
586CHAPTER,1
DMA,60
NECTS,1
CORNUCOPIA,1
CO-,1
OPTED,1
845GL,3
875P,1
SET845GL,1
SETTARGET,1
SEGMENTPERFORMANCE,1
PCVALUE,1
BIT800/533,1
MHZ400,1
PINS42,1
5¥,1
100537,1
760MEMORY,1
SPEEDDDR,1
400/333/266,1
SDRAMDDR,1
266/200,1
PC133,1
WIDTHS2,1
721¥,1
64NUMBER,1
SUPPORT4,1
128/256/512,2
MBITS2,1
CAPACITY4,1
GB2,1
GBMEMORY,1
AVAILABLEYESNOAGP,1
SPEEDYES,1
4XNOGRAPHICS,1
CONTROLLEREXTERNALINTERNAL,1
CSA,1
INTERFACEYESNOSOUTH,1
BIT266,1
MHZ266,1
MHZI/O,1
BRIDGEPACKAGE,1
PINS31¥,1
46031¥,1
421PCI,1
MASTERS32-BIT,2
MASTERS,2
MAC,1
INTERFACE100/10,1
MBIT100/10,1
MBITUSB,1
CONTROLLERS8,1
3ATA,1
PORTS22SERIAL,1
PORTSYES,1
2NORAID,1
CONTROLLERYESNOAC-97,1
AUDIO,2
INTERFACEYESYESI/O,1
MANAGEMENTSMBUS,1
GPIOSMBUS,1
GPIOFIGURE,1
12TWO,1
OMITTING,1
587THESE,1
ATAIS,1
ATA-100,3
METER,1
2-WIRE,1
TRANSITORY,1
EXPRESSIS,1
MHZ–133,1
132–1064,1
PREDECESSORS,1
COMMUNICA-,1
MULTIMASTER,1
ARBITRATION,1
LOWER-PERFORMANCE,1
588CHAPTER,1
8A,1
NICATED,2
ANSWERING,1
MUNICATE,1
OPERAT-,1
MAN-,2
CONCURRENT,3
SYSTEM8,2
5HARDWARESOFTWAREINTERFACETHE,1
PROVIDE:,1
PROTEC-,1
589GIVING,1
DEVICE:MEMORY-MAPPED,1
MEMORY-MAPPED,7
TROLLER,2
PREVENTED,2
NICATION,2
REQUIRED:,1
MANDS,3
ATIONS,1
NOTIFY,4
590CHAPTER,1
8ACTUALLY,1
INTERROGATE,2
REGISTERS—ONE,1
JAMMED,1
TIONSIN,1
ILLEGAL,1
PROCESSORTHE,1
POLLING,21
BUDGED,1
POLLED,2
ATTEN-,1
INTERRUPT-DRIVEN,10
POLLINGTHE,2
PERIODI-CALLY,1
591FOR,1
PENDING,5
PRIORITIES,5
URGENCIES,1
CIATED,1
NISM,3
PRIORITY:,1
PRIORITIES;,1
592CHAPTER,1
8EACH,1
INTERRUPT:,1
CULPRIT,1
HIGHER-PRIORITY,3
KERNEL/USER,1
DETIALS,1
158410,1
INTERRUPTMASKUSERMODEEXCEPTIONLEVELINTERRUPTENABLE1531862,1
PENDINGINTERRUPTSBRANCHDELAYEXCEPTIONCODE,1
593APPENDIX,1
A-36,1
A-37,1
LEVELSIPL,1
IPL,5
LOWER-PRIORITY,2
TECHNIQUES—POLLING,1
INTERRUPTS—FORM,1
LOWER-BANDWIDTH,1
INFORM,1
INTOLERABLE,1
FRAC-,2
594CHAPTER,1
8HUNDREDS,1
OFFLOADING,1
SPECIALIZED,3
MASTER,5
DIRECTS,1
TRANSFER:,1
ARBITRATES,2
BOTHERING,1
FLEXI-,1
INTERROGATING,1
CONSUMING,1
CONTENDING,1
PROCES-DIRECT,1
595SORS,1
TRANSFERADDRESS,1
NONPROGRAMMABLE,1
INCORPORATED,1
SYSTEM—ONE,1
ITEM:ONE,1
STALE,2
DATAPROBLEM,1
COHERENCE,7
CROSSED,1
NECESSAR-,1
ILY,1
CONSTRAIN,3
STAY,1
596CHAPTER,1
8WE,1
THENCHAINEDTOGETHER,1
HANDED,1
TRANSFERS;,1
COOPERATE,1
COHERENCY,10
ROUTE,1
DISPLACE,1
WRITE-BACKS,1
INFRE-,1
INVALIDATING,1
INVALIDATION,1
I/O;,1
597CHECKYOURSELF,1
RANKING,1
MINIMIZES,1
GROUPING,1
MINING,1
9CYCLES,1
GBS,1
109=,1
230=,1
ILLUS-,1
SYSTEMS8,1
598CHAPTER,1
8TRANSACTION,2
TP,5
CHIEFLY,1
CERNED,1
ERALLY,1
GRACEFULLY,1
COST-SENSITIVE,1
MALLY,1
COUNCIL,2
TPC,5
TPC-C,1
TPC-H,1
HOC,1
SUPPORT—THE,1
QUERIES,4
KNOWL-,1
QUERIES;,1
TPC-R,2
PREKNOWLEDGE,1
DBMS,1
QUE-,1
TPC-W,1
WEB-BASED,1
BUSINESS-ORIENTED,1
TRANSACTIONAL,1
COST-PERFORMANCE,2
67%,1
27%,1
READ-MODIFY-WRITE,1
TYPI-CALLY,2
I/OS,8
MEA-SURE,1
GB/SECOND,2
599MEASUREMENTS,1
MAKEDIR:,1
DIRECTORY,5
SUBTREE,7
COPY:,1
SCANDIR:,1
RECURSIVELY,1
TRAVERSES,1
READALL:,1
MAKE:,1
SPECSFS,3
SPECWEB,2
NFS,1
SCRIPT,1
THROUGHPUT-ORIENTED,1
CLIENTS,2
POSTING,1
EXAMPLEANSWERELAPSEDTIMECPUTIME,1
=I/OTIME+,1
10090,1
=I/OTIME,1
+I/OTIME10=SECONDS,1
600CHAPTER,1
SPECIFICATIONS,1
TEMS:,1
TABLE:,1
AFTERN,1
TIMEI/O,1
TIMEELAPSED,1
TIME%,1
TIME090,1
SECONDS100,1
SECONDS10%,1
1SECONDS10,1
SECONDS70,1
SECONDS14%,1
2SECONDS10,1
SECONDS50,1
SECONDS20%,1
3SECONDS10,1
SECONDS37,1
SECONDS27%,1
4SECONDS10,1
SECONDS28,1
SECONDS36%,1
5SECONDS10,1
SECONDS22,1
SECONDS45%,1
901,1
5-------------60,1
=601,1
-------------40,1
=401,1
5-------------27,1
=271,1
5-------------18,1
=181,1
5-------------12,1
=9012-----,1
5=10022--------,1
5=8,1
601UNLOADED,1
YSIS,1
TRACING,1
TACKLED,1
QUEUING,1
APPROX-,2
IMATED,1
DISTRIBUTIONS,1
ACHIEVABLE,1
DICTATED,2
PRECONFIGURED,1
WEAKEST,2
CONFIGURE,3
SUSTAINS,1
AVERAGES,1
MODATING,1
602CHAPTER,1
8IF,1
SUSTAINABLE,3
CONFLICTS,1
DISK:,1
MS/6,1
URATE,1
000/146,1
SATURATE,2
69/7,1
ANSWERINSTRUCTION,1
RATEINSTRUCTIONS,1
I/O--------------------------------------------------------310,1
9¥200100+,1
103¥---------------------------------------10,1
I/OSSECOND---------------==MAXIMUM,1
BUSBUS,1
BANDWIDTHBYTES,1
I/O---------------------------------=100010,1
6¥6410,1
3¥-----------------------15,1
I/OSSECOND,1
---------------==6=,1
75MB/SEC,1
-----------------------+=,1
RATETRANSFER,1
SIZETRANSFER,1
TIME-----------------------------,1
64KB,1
--------------=9,1
ª=,1
603NOTICE,1
I/O-INTENSIVE,1
WRITABLE,1
NON-,2
CAMERA8,1
SANYO,2
VPC-SX500,1
1360,3
¥1024,3
COMPACTFLASH,7
CAPACITIES,1
¥2,1
OUNCES,1
JPEG,3
CLIP,1
VGA,1
640,1
480,2
AA,1
604CHAPTER,1
8WHEN,1
POWERED,1
DIAGNOSTICS,1
LOW-TEMPERATURE,1
POLYSILICON,1
TFT,1
PHOTOGRAPHERS,1
SHUTTER,2
CHARGED-,1
COUPLE,1
CCD,3
1/2-INCH,1
GRESSIVE-SCAN,1
COMPRESS,1
PHOTOGRAPHER,2
PICKS,1
COMPRESSION,1
PRESSION,1
FINE-QUALITY,1
COMPRESSED,2
NORMAL-QUALITY,1
INCLUDED:,1
DISPLAY;,1
LIFE;,1
MONITORING,1
ENERGY;,1
UNCOMPRESSED,1
IMAGES;,1
MPEG,1
WAV,1
PACTFLASH,1
CHARACTERISTICSSANDISK,1
SDCFB-128-768SANDISK,1
SDCFB-1000-768HITACHI,1
DSCM-10340FORMATTED,1
MB128,1
10004000BYTES,1
SECTOR512512512DATA,1
MB/SEC4,1
BURST4,1
BURST4–7LINK,1
MB/SEC6,1
633POWER,1
STANDBY/OPERATING,1
W0,1
15/0,2
660,2
07/0,1
INCHES1,1
131,2
16WEIGHT,1
454,1
GRAMS/POUND11,1
516WRITE,1
WEAR-OUT300,1
000NOT,1
APPLICABLEMEAN,1
HOURS>,1
000>,1
000SEE,1
2004$40$200$480FIGURE,1
15CHARACTERISTICS,1
0-INCH,1
8800,1
POWERED-ON,1
3600,1
605THE,1
SANDISK,1
PCMCIA-ATA,1
CHIPSOC,1
SOC,6
LOWERS,1
DIA-GRAM,1
SUPER,1
MW,2
1M,1
TRANSIS-,1
¥10,2
35-MICRON,2
¥768,1
OKADA,2
MATSUDA,2
YAMADA,2
KOBAYASHI,2
OTHERSPCMCIACARDIRDA,1
RS-232AUD,1
IOD/A,1
A/DRISCDMACONTROLLERSIOPIOPWMUART,1
2DRAMCONTROLLERIRDA,1
PCMCIACONTROLLERSSFDCCONTROLLERSMART,1
MEDIANTSC/PAL,1
ENCODERMJPEGSIGNALPROCESSORSDRAMCCDSDRAMCONTROLLER2-CHANNELVIDEO,1
D/ALCD/TV16,1
BITS10,1
BITS32,1
BITSSIGNAL,1
BRIDGEFLASHPROGRAM,1
BITSCPU,1
MICSPEAKER,1
606CHAPTER,1
8FOR,1
ENCODER,3
NTSC/PAL,1
MPU,1
PROPRIETARY,1
8M,1
140,4
PRACTICES,2
MISLEAD,1
CUMULA-,1
LIFETIME,3
ARGUE,1
BUYS,1
YEARS—THE,1
GREAT-,1
GRANDCHILDREN,1
CENTURY,2
000-HOUR,1
5-YEAR,1
PROJECTIONS,1
BANDWIDTHS,2
PITFALLS8,1
9FAILED,1
DISKS1000,1
DRIVES43,1
HOURS/DRIVE,1
HOURS/FAILURE,1
------------------------------------------------------------------------36,1
607OR,1
UNATTAINABLE,1
QUOTING,1
INITIATING,2
133,1
LOWEST-PERFORMANCE,1
FALLACY:MAGNETIC,1
LEGS,1
UNSUC-,1
CESSFUL,1
CONTENDERS,1
HOLO-,1
FAVOR,2
DISKS:HIGH,1
NONVOLATILITY,1
SAME—OR,1
FASTER—PACE,1
HISTORIC,1
SPOOLS,1
BACKUP,1
OWNERS,1
APOLOGISTS,1
DISKS;,1
608CHAPTER,1
8OF,1
CLOSED,1
ENCLOSED,1
DISAS-,1
INSTANTANEOUS,2
INVESTMENT,1
FALLACY:A,1
FORTUNATE,1
597,1
BYTES/SEC,1
20BYTES,1
100-MB/SEC,1
FERRED,1
SATISFYING,1
SALTZER,2
REED,2
ASTHE,1
ENDPOINTS,1
QUESTIONED,1
GATEWAYS,2
CHECKSUM,2
GATEWAY,4
BELIEVING,1
MESSAGE,12
TRANSIENT,1
1002,1
20¥10010,1
6¥--------------------1,1
5761,1
000---------------------1,1
048576,1
ª==,1
609BYTES,1
REPEAT-,1
EDLY,1
CORRUPTING,1
INFECTED,1
LISTINGS,1
REPAIR-,1
CHECKSUMS,1
END-TO-,1
PITFALL:MOVING,1
EXPECTING,1
TRAPPING,2
CESSOR-DIRECTED,1
SUFFICIENTLY,1
PHENOMENA,1
MYER,2
BORROWING,1
REINCARNATION,2
CAUGHT,1
PLER,1
:WE,1
APPROACHED,1
FELT,2
FULL-FLEDGED,1
STRANGE,1
COMPELLED,1
SUBSIDIARY,1
CYCLICAL,1
FRUSTRATING,1
CHARACTERISTICS:DEPENDABILITY;,1
SUPPORTED;,1
REMARKS8,1
610CHAPTER,1
8PERFORMANCE,1
INTERFACING,2
MIDRANGE,1
PREVALENT,1
ENLARGE,1
FINGERTIPS,1
EXABYTES—,1
CONGRESS—AND,1
DOUBLED,2
LYMAN,2
VARIAN,2
IP,1
CONSOLIDATION,1
WHELMINGLY,1
TRIUMPH,1
CHALLENGERS,1
<§§8,14
1–8,4
INTRANSACTION,1
PROCESSING:SYSTEM,1
TRANSACTION-,1
PER-SECOND,1
10TH,1
TRANSAC-,1
1-SECOND,1
IMATELY,1
OULES,1
NETWORK-,1
LAPTOP'S,3
ZEROHISTORICAL,1
READING8,1
118,8
12EXERCISES8,1
612CHAPTER,1
WHENIT,1
WATT,1
DISK'S,1
<§8,31
OFNUMBERING,1
WHY8,1
620,1
CYLINDERS,2
CYLINDER,6
SECTORS/TRACK,1
SKIPPY,4
NISHA,1
TALAGALA,2
COLLEAGUES,1
01234567891011121314150123456714158910111213,1
613FD,1
OPENRAW,1
DEVICE;FOR,1
//TIME,1
<I,1
TIME>,1
LSEEKFD,1
SINGLE_SECTOR,1
SEEK_CUR;,1
WRITEFD,1
SINGLE_SECTOR;,1
}CLOSEFD;THE,1
SKIPS,1
SINGLE_SECTORIS,1
SEEK_CURARGUMENT,1
LSEEKMOVES,1
HTTP://SUNSITE,1
EDU/DIENST,1
/UI/2,1
0/,1
DESCRIBE/NCSTRL,1
UCB/CSD-99-1063,1
ARM;,2
CYLINDERE,2
720,1
BENCHMARKSKIPPY,1
614CHAPTER,1
TER-ABYTES,1
BB,1
BETWEENTHE,1
HAPPENING8,1
108METERS,1
1412108612MOCK,1
DISK344,1
20500100150200TIME,1
MSDISTANCE,1
615TERMHIGH,1
SPEEDIS,1
NEC-ESSARILY,1
VELOCITY,1
ACTUALFLIGHT,1
3-7,1
TRANSIT,2
THEFLIGHT,1
CULATE,1
CON-VERSATIONS,1
MULTIPLEXES,1
SUPPORTTHIS,1
CONVERSATION,1
SAM-,1
PLED,1
KHZ,1
THANWIRED,1
CORRECTINGCODE,1
TRIPLICATE,1
DOUBLE-BIT,2
BIT'S,1
PARITY:,1
WITHEVEN,1
WITHODD,1
1'S,1
USED:A,1
01100111,1
01010101,1
3>A,1
616CHAPTER,1
8B,1
SUSPECT,1
1610,1
THREE-STEP,1
INA,1
ROTATES,1
THECONTROLLER,1
ANDTHERE,1
SECOND8,1
CHARACTERIS-TICS:1,1
NS;,2
SYSTEMTOOK,1
617FERS,1
TRANSAC-TIONS,1
INAN,1
198,1
BLOCKSIZE,2
MAX-,1
PLOT,1
MEANINGFUL,1
SYSTEMDESCRIBED,1
FOLLOWING:THE,1
ACTUALITY,1
WE'LL,1
PERMIT,1
256-WORD,1
FAVORED,1
24<20>,1
I/ODEVICE,1
ASKS,3
584,1
618CHAPTER,1
COM-PLETE,1
EXAMPLE8,1
251,2
DAY–1,1
2–8,1
PRACTIC,1
E:WRITING,1
BENCH-MARK,1
PERFORMANCE8,1
263,1
DAYS–1,4
3–8,8
SIMULATION8,1
2715,1
SYNCHRO-NOUS,1
HANDSHAKE,1
200-NS,1
CHARACTERISTICS:1,1
2910,1
DIFFER-ENT,1
OPERATION—,1
PROGRAM—IS,2
500-MHZ,3
BUSY:,1
6192,1
KB/SEC,1
CHUNKS,2
THEMAXIMUM,1
TOMEMORY,1
3120,1
DISK8,1
BANDWIDTH8,1
SPECIALINSTRUCTIONS,1
DEVICES8,1
34<§8,1
3520,1
PRACTI,2
CE:,2
BOTTLENECKS8,2
3715,1
OPERATION8,1
ASSUMP-TIONS,1
BELOW:SUPPOSE,1
OPERATION—INCLUDING,1
620CHAPTER,1
8TRANSFERS,1
POTEN-,1
398,1
SUMED,1
EXERCISE8,1
500-,1
CONTROL-,1
LER,1
412,1
A>,3
TOEXPLORE,1
I/O8,3
CODETO,2
433,7
THATTHE,1
8-KB,1
SYSTEMTHAT,1
ADAPTERS,2
621DMA,1
INTERFACES:,1
SENDS/RECEIVES,1
FROM/TO,1
BUS:THE,1
MB/SEC;,1
DISKS:,1
NEC-ESSARY,1
ΜS,1
ACCESS8,1
SOMEHOWREDUCE,1
CENTAGE,1
WORTHWHILE,1
ACCESSESANSWERS,1
§8,5
580:,1
DEPENDABILITY:,1
RAID:,2
3-10:,1
587:,1
597:,1
600:,1
COMPUTERSIN,1
DIAGNOSISPROBLEM:FIND,1
PSYCHOLOGICAL,1
INVASIVE,2
SURGERY,7
RADIATION,1
SOLUTION:THE,1
RES-,1
ONANCE,1
MRI,17
MEDICAL,2
RADIO-,1
PULSES,1
TISSUE,1
ORGAN,1
IMAGED,1
SLICES,3
COMPUTATIONALLY,1
INTEN-,1
VOLUMETRIC,1
SIGNAL-TO-NOISE,1
TISSUES,1
X-RAYS,1
EXPLOR-,1
ATORY,1
COST-,1
ILLUSTRATIONS,1
BRAIN;,1
PHYSICIAN,2
VIEWPOINTS,1
TWOFOLD:,1
EXPLORATORY,1
PATIENT,1
EX-MRI,1
PERIENCING,1
TUMOR,4
MEDICATION,1
HEADACHE,1
SURGEON,2
IM-,3
SURGICAL,1
ENTER,1
MINIMALLY,2
INVA-,1
ENDOSCOPIC,1
PROM-,1
ISING,1
BLOOD,3
VESSELS,2
CARDIAC,2
CARDIOVASCULAR,1
DISEASE;COMBINING,1
SURGEONS,1
FMRI:,1
FMRI,2
PHYSIOLOGICAL,1
COGNITIVE,1
DYSLEXIA,1
PAIN,1
NEUROSURGERY,1
NEUROLOGICAL,1
DISORDERS,1
INSTITUTES,1
HEALTH’S,1
VISI-,1
IMAG-,1
REASONABLY,1
MATHEMATICSUSING,1
ANGIOG-,1
RAPHY,1
ORG/FMRI,1
CT,1
IMAGES:,1
IMAGESMRI,1
GLOSSARYG-1GLOSSARYABSOLUTE,1
VARIABLE’S,1
ROUTINE’S,1
RARILY,1
PLE:,1
CEN-TRAL,1
DIS-PLAY,1
TRANS-MISSION,1
DELINEATE,1
OB-JECT,3
VIRTU-AL,1
BOUNDARIESAMDAHL’S,1
GIV-EN,1
DENCE,1
ANTIFUSEA,1
CIR-CUIT,1
PER-MANENT,1
EXECU-TION,2
DIRECTIVE,1
G-2GLOSSARYASSERTED,1
HAND-SHAKING,1
UN-,1
TIL,1
BACKPATCHING,2
INCOMPLETE,1
AL-LOW,1
SYNCHRONIZA-,1
FUNCTIONALLY,1
ASSIGN-MENT,1
OUT-COME,1
WHETH-ER,2
SPECI-FIED,1
TAK-EN,1
TAR-GET,1
CACH-ES,1
GLOSSARYG-3CACHE,1
BUSIN,1
LOGI-,1
SIGNAL;,1
INI-TIATE,1
IN-CLUDE,1
ERATIONS,2
COHERENT,1
NUMACC-NUMA,1
NON-UNIFORM,1
CON-TROL,2
CALLEE-SAVED,1
CALLERTHE,1
INSTIGATES,1
CALLER-SAVED,1
BE-CAUSE,2
SATIS-FY,1
MODULATED,1
DATA-CARRYING,1
IM-AGE,1
AVERAGENUMBER,1
RE-QUIRES,2
G-4GLOSSARYTHAT,1
INATED,1
CONSTELLATION,1
SMP,2
CY-CLE,1
MULTIPLEX-OR,1
SIG-NAL,1
OP-ERATED,1
EXECUT-ED,1
CROSSBAR,3
NODE,4
FLIP-FLOPA,2
HAZ-ARD,1
PARALLELISMPARALLELISM,1
MASSIVE,1
IN-PUT,1
GLOSSARYG-5DIETHE,1
ASMALL,1
REPOSITORY,1
IN-CLUDING,1
MICROPRO-GRAMMED,1
CROINSTRUCTION,1
TA-BLE,1
DSM,2
AMEMORY,2
TRIEVING,1
DI-,1
VIDED,1
PEND,1
HARDWARESUPPORT,1
ERROR-DETECTING,2
ORIG-INALLY,1
MIL-LION,1
BACK-OFF,1
UN-SCHEDULED,1
EXE-CUTION;,1
G-6GLOSSARYEXCEPTION,1
EN-ABLE,1
OCCUR-,1
RENCE,1
UN-RESOLVED,1
VAL-UE,2
LA-BEL,1
REFER-ENCED,1
EX-CHANGED,1
FPD,1
IN-TEGRATED,2
CONFIGURABLE,1
CONFIG-URABLE,1
FIRMWARE,2
ADISPLAY,1
PLAT-TER,1
UNEX-PECTED,1
FORMAL,3
AR-GUMENT,1
MACRO;,1
MACRO,2
BE-FORE,1
METH-OD,2
GLOSSARYG-7GLOBAL,1
IN-VOKED,1
PRO-GRAMMING,1
COMPUTER-AIDEDDESIGN,1
GATE-LEV-,1
LECTIONS,1
POR-TABLE,1
AS-SEMBLY,1
COM-PONENT,1
DE-VICE,1
IMPLEMENTATIONHARDWARE,1
REPRESENTA-TION,1
AR-CHITECTURE,1
INFOR-MATION,1
COM-MANDS,1
G-8GLOSSARYINSTRUCTION-LEVEL,1
PARALLEL-ISM,1
IS-SUES,1
COMPIL-ER,1
SIMULTANEOUS-LY,1
COM-MONLY,1
OUT-PUT,1
LEVEL-SENSITIVE,3
METHOD-OLOGY,1
INSTANTA-NEOUS,1
AS-SEMBLED,1
EXECUT-,1
CESSED,1
AVAIL-ABLE,1
DE-SIGNED,1
LABELA,1
MULTI-LEVEL,1
LOCKA,1
GLOSSARYG-9LOOKUP,1
LUTS,2
PROGRAM-MABLE,1
IT-ERATIONS,1
PATTERN-MATCHING,1
REPLACE-MENT,1
FACILITY,1
AFORM,1
220BYTES,1
PRO-GRAMS,2
TANCE,1
MESI,2
AWRITE-INVALIDATE,1
TOCOL:,1
METASTABILITY,2
SAMPLED,2
SET-UP,3
RATH-,1
AMEASUREMENT,1
MINTERMS,2
JOINED,2
OPERATIONS;,1
G-10GLOSSARYMISS,1
PERIENCED,1
CLUDING,1
MULTICOMPUTER,1
MULTISTAGE,2
SUP-PLIES,1
NAND,2
NETWORK;,1
COLLECTIVE,1
FUNC-TION,1
NONUNIFORM,3
NUMA,3
ATYPE,1
SINGLE-ADDRESS,1
RE-TAINS,1
OPERA-TION,1
AN-,1
GLOSSARYG-11OVERFLOW,1
PACKAGEBASICALLY,1
AC-CESSED,1
SI-,1
MULTANEOUSLY,1
RE-GIME,1
OVER-LAPPED,1
ELE-MENT,1
SPECULA-TIVE,1
CHECK-ING,1
CEPTION,1
MEMO-RY,2
PER-FORMS,1
PARAME-TERS,1
PRO-CEDURE,1
CON-NECTS,1
AND-PLANE,1
OR-PLANE,1
STRUC-TURED-LOGIC,1
IN-PUTS,2
COMPLEMENTS,1
PLEMENTS,1
G-12GLOSSARYTERMS,1
IM-PLEMENT,1
PLD,1
PROM,2
OUT-PUTS,1
KEYWORD,2
IN-VOCATION,1
ENSUR-ING,1
TREAT-ED,1
PUBLICA,1
ANOTH-ER,1
INDIRECTLY,1
RAIDAN,1
RE-PLACEMENT,1
REGIS-TERS,1
REGISTER-USE,1
GOVERNING,1
ABSO-,1
LUTE,1
DIVI-SION;,1
PRO-DUCES,1
GLOSSARYG-13MEMORY,1
FORMAT;,1
NEAR-,1
CON-SISTS,1
MEMO-RIES,1
SENSITIVITY,2
SPEC-IFIES,1
REEVALUATED,1
SEMI-CONDUCTOR,1
INCH-,1
SPLDPROGRAMMABLE,1
G-14GLOSSARYSINGLE-CYCLE,1
IM-PLEMENTATION,1
EX-ECUTED,1
ABUS,1
SNOOPING,4
SNOOP,1
STAT-ING,1
DEPEN-DENCE,1
IN-DEPENDENT,1
TRANS-ACTION,1
RESOURC-ES,1
DATATHE,1
GRAM’S,1
METHODA,1
IM-PLEMENTING,1
COM-PILER,2
ADDI-TION,1
INDICATOR,1
HI-,1
ERARCHICAL,1
REPRE-SENTATION,1
GLOSSARYG-15SUPERCOMPUTER,1
MIL-LIONS,1
TECH-NIQUE,1
ORUNIFORMMEMORY,1
UMA,2
MULTI-PROCESSOR,1
COORDI-NATING,1
PROCESS-ES,1
SYNCHRONIZER,2
METASTABLE,1
TRANS-FERS,1
COOPERA-,1
INCLUD-ING,1
AS-SEMBLERS,1
HI-ERARCHY,1
INFORMA-TION,1
240BYTES,1
CATEGORIES:,1
PRE-DICTOR,1
IMPLE-MENTATIONS,1
MICROOPER-ATIONS,1
CIR-CLES,1
APPLICA-TION,1
G-16GLOSSARYACTION,1
HOLLOW,1
POPULARIZED,1
VHDLONE,1
CONTINENT,1
GLOSSARYG-17WORKLOAD,1
WRITE-INVALIDATE,1
PROTO-COL,1
INVALIDATED,1
I-1INDEXINDEXCD,1
CD9,97
1:1-2,1
IMD4:5-,1
GLE,1
APPENDICES,1
AABSOLUTE,1
A13,7
21–22,1
CD2,78
19:1–2,1
IMD2:7,1
9–10,1
ACS,1
CD6,42
13:4,10
86,5
173,6
49–51,4
301,6
292,7
170–176,5
B38–47,3
197–201,2
390,4
392,6
402,5
342–343,2
4:23–25MEMORY,1
513–514,2
521–524,2
97–99,3
294–295,2
100–104,2
95–96,1
138,4
D5–9,2
ARPA,1
CD7,42
9:9,8
CD8,88
3:5,7
11:7ADVANCE,1
AGARWALA,1
TILAK,1
AHO,2
19:8,8
AIKEN,1
HOWARD,1
CD1,43
7:3,11
19:6–7,2
ALLAN,1
FRAN,1
CD5,25
12:3,3
D27–28,2
7:7–8,2
9:10,3
11:7,12
SEEARITHMETIC,1
301–305,2
319,4
327,6
AMDAHL,2
12:1,6
179,2
494,1
2:9,1
9:40,1
IMD4:5–6,1
546–550AND,1
321,6
B6,6
CD3,24
10:5,3
ANDREESSEN,1
ANTIFUSE,1
B77,5
7:5,12
236–237,3
183–189,2
220–224,1
189,7
191–220,2
257–258,1
176–182,2
160–170SUBTRACTION,1
292–293,2
298,2
300–318,5
177,1
184,1
187,1
201,1
B26–38,1
301–303,1
C4–8,4
INDEXI-2DATAPATHS,1
286,3
296,3
B32–38,2
318–340,5
B26–29,1
B29–36,1
D36–38,2
ARPANET,2
B18–19,3
130–134,2
562–563,1
90–91,1
DIRECTIVES,2
A5,1
107–108,2
A4,4
10–17,1
A3–10,1
LANGUAGEDISADVANTAGES,1
A9–10,1
A7–9,1
290,10
B4,2
499–502,2
582–583,4
B75–77,3
ATANASOFF,2
AT&T,1
BELL,9
LABS,2
9:8–9,2
3:18,3
573,9
AMAT,4
IMD7:1BBACHMAN,1
11:4,6
582,10
BACKUS,1
19:6,6
3:15,3
3:9,2
160–161,3
FORREST,1
B21,3
254–255,8
IMD4:17–18,2
CD4,15
7:2,11
IMD4:7–8,6
259–266,3
7:2–3,3
262–266,6
7:1–2,7
IMD4:11–12,3
BCC,1
9:8,8
9:9BERNERS-LEE,1
194,1
BIGELOW,1
JULIAN,1
A43,3
BIG-INTERLEAVED,2
576–577BINAC,1
7:4,6
196,3
DECIMALS,1
164,9
191,7
479,2
IMD2:13–14,2
161,5
REFERENCE/USE,1
519,4
163,5
BLAAUW,1
GERRIT,1
13:2,7
156–157,3
B24,3
577–578BLOCKSDEFINED,1
540–541,1
502–504,2
538–540,1
496–502,3
504,6
541–542,1
BOOLEAN,1
IMD3:5–9,1
168,1
382,6
418–419,3
A41,2
421,2
421–422,2
327–328,2
336,2
421–423,3
294–296,1
BRANCH/CONTROL,2
379–382,2
416–424DELAYED,1
7:8–9,3
ARTHUR,1
10:1,1
291–292,1
ADVANTAGES/DISADVANTAGES,1
581,2
581–585,1
594,1
585–587,3
I-3INDEXPROCESSOR-MEMORY,1
322–324,1
376–377,3
CCBIT,1
209–213,1
19:7,15
68–71,5
81–88,2
121–129,1
92–93,2
106–111,1
74–75,3
3:12–20,1
3:13,3
16–18,1
3:18–20,2
CACHE-COHERENT,1
CC-NUMA,1
4:22,6
476–482,1
473–491,1
496–502DEFINED,1
473,1
474–475,2
497,6
474–476,1
485–487,2
487–491MISSES,1
482–483,2
505–510,2
492–511,1
495–496,1
505–509,1
487,2
543–545,2
476,2
483–485,2
A23,3
TSS,1
543,10
13:5,4
3:8,2
181,13
IMD3:17–18,1
342,4
244–245,3
245,9
246–253,2
CERF,1
VINT,1
CHAMBERLIN,1
DONALD,2
93–95,3
130–132,1
133–134,1
132–133,1
B47,5
332,1
300–318CLOCK,1
326–327FETCH,1
325–326,1
328,5
248–251IN,1
330–331,1
290–292,1
290–291,2
B74–75,2
B72–77,2
B47–49,1
B73–74,1
CLU,1
1:4,3
5:25–26,1
264,1
COARSE-GRAINED,1
MULTITHREADING,5
7:31–33COBOL,1
COCKE,1
CODD,1
TED,1
12:9,1
119,1
IMD4:18–19,1
COLOSSUS,1
289,1
B5,5
8–20,2
23–25,2
INDEXI-4COMPAQ,1
11:6,9
443,3
117,2
11–12,3
19:7–8HOW,1
12:1–9,2
114–115,3
116–121,2
116,2
12–15,3
A5–6,1
5–7,1
15–16,1
7:1–10ORGANIZATION,1
